,Route,Attempted,Succeeded,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solar Radiation AVG
5443,Disappointment Cleaver,1,0,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
4007,Fuhrers Finger,1,1,39.88916667,12.741125,14.657875,33.32166667,368.0560833
3203,Emmons-Winthrop,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
3995,Disappointment Cleaver,1,0,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
2212,Disappointment Cleaver,1,0,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
3269,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2027,Disappointment Cleaver,1,1,46.85875,49.985,16.14779167,24.4925,196.61991669999998
2675,Emmons-Winthrop,1,1,33.37666667,90.77416667,24.12541667,268.4125,220.184875
4174,Emmons-Winthrop,1,1,53.21166667,30.91625,3.1011666669999998,217.22883330000002,355.6503333
5171,Gibralter Ledges,1,0,27.63916667,83.63458333,23.18458333,244.5153333,0.0
2430,Disappointment Cleaver,1,0,41.5075,23.71291667,23.71208333,163.2116667,318.05425
3108,Fuhrers Finger,1,1,53.84916667,12.449875,4.410291667,73.58833333,361.3922083
4579,Disappointment Cleaver,1,0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
3463,Disappointment Cleaver,1,0,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
2530,Disappointment Cleaver,1,1,43.04166667,55.07208333,6.003458332999999,198.60375,334.0260417
2023,Disappointment Cleaver,1,1,46.85875,49.985,16.14779167,24.4925,196.61991669999998
2007,Disappointment Cleaver,1,1,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
4445,Disappointment Cleaver,1,1,37.57708333,67.60041667,7.06175,125.38779170000001,337.99041669999997
163,Disappointment Cleaver,1,0,37.40666667,17.20541667,13.77908333,149.3954167,221.8321667
1809,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
4845,Disappointment Cleaver,1,0,26.23875,83.00083333,2.066375,154.61875,10.03241667
2980,Disappointment Cleaver,1,1,54.94875,28.75125,1.358333333,28.05416667,351.9732917
1733,Disappointment Cleaver,1,1,37.20791667,71.93125,27.72875,202.2658333,240.0982083
5400,Disappointment Cleaver,1,0,33.31875,60.20041667,7.140916667000001,116.29458329999999,227.597125
2749,Emmons-Winthrop,1,1,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
532,Disappointment Cleaver,1,0,35.25291667,48.96291667,3.89525,235.4966667,248.5455
2625,Emmons-Winthrop,1,0,37.98625,47.64541667,2.382125,207.16666669999998,345.6050417
1534,Disappointment Cleaver,1,1,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
5413,Disappointment Cleaver,1,1,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
4771,Disappointment Cleaver,1,1,31.28083333,55.86166667,3.632791667,148.240375,28.800125
4059,Disappointment Cleaver,1,0,46.22875,29.61541667,19.002875,21.64041667,344.787375
2253,Disappointment Cleaver,1,1,27.265,80.21208333,5.009375,198.077125,205.9569583
217,Disappointment Cleaver,1,0,40.44916667,63.53708333,7.9539166670000006,34.0375,219.4595
547,Disappointment Cleaver,1,0,35.25291667,48.96291667,3.89525,235.4966667,248.5455
2370,Disappointment Cleaver,1,0,38.75666667,43.62791667,5.683125,18.71875,301.8440417
473,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
2822,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
4106,Disappointment Cleaver,1,0,48.69,13.59708333,4.309125,22.21325,363.666625
455,Disappointment Cleaver,1,0,52.30416667,18.9025,12.39225,278.9,234.3315833
1061,Disappointment Cleaver,1,1,44.36916667,18.2605,4.4974166669999995,55.20091667,281.860625
5407,Disappointment Cleaver,1,1,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
5417,Disappointment Cleaver,1,1,28.23833333,100.0,0.897625,259.6458333,114.40083329999999
588,Disappointment Cleaver,1,0,28.99416667,74.715,11.76808333,213.9854167,241.9712917
1151,Disappointment Cleaver,1,1,43.20875,14.29633333,19.14175,19.62958333,293.7495
3085,Tahoma Glacier,1,0,51.54416667,20.74295833,9.233416667,23.74916667,357.33275
1913,Disappointment Cleaver,1,1,40.76375,30.05708333,4.1517916669999995,30.62458333,315.5002917
3093,Emmons-Winthrop,1,1,51.54416667,20.74295833,9.233416667,23.74916667,357.33275
2266,Disappointment Cleaver,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
4332,Disappointment Cleaver,1,0,32.82458333,87.04375,10.558625,234.41875,144.2045
3053,Disappointment Cleaver,1,0,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
1582,Kautz Glacier,1,0,45.62583333,54.49666667,9.515125,194.9952083,181.97529169999999
621,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
2632,Kautz Glacier,1,0,37.98625,47.64541667,2.382125,207.16666669999998,345.6050417
948,Disappointment Cleaver,1,1,42.415,26.72666667,24.9475,19.63125,275.21133330000004
2164,Disappointment Cleaver,1,1,48.88666667,27.80416667,13.75808333,270.7366667,326.9785417
3897,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
744,Disappointment Cleaver,1,0,22.40041667,91.62541667,23.27375,188.12083330000002,233.4845833
155,Disappointment Cleaver,1,0,37.40666667,17.20541667,13.77908333,149.3954167,221.8321667
1889,Disappointment Cleaver,1,0,42.45083333,43.5075,4.640541667,20.59791667,308.749
2642,Kautz Glacier,1,1,32.21958333,92.41416667,11.55325,226.942625,252.476625
4841,Disappointment Cleaver,1,0,26.23875,83.00083333,2.066375,154.61875,10.03241667
5352,Disappointment Cleaver,1,1,42.99875,59.25791667,9.26775,171.1059583,125.34208329999998
3237,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2017,Disappointment Cleaver,1,1,46.85875,49.985,16.14779167,24.4925,196.61991669999998
4776,Disappointment Cleaver,1,1,31.28083333,55.86166667,3.632791667,148.240375,28.800125
2138,Disappointment Cleaver,1,0,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
1820,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
4600,Fuhrers Finger,1,0,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
4798,Disappointment Cleaver,1,1,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
3633,Emmons-Winthrop,1,1,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
4227,Disappointment Cleaver,1,1,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
1611,Emmons-Winthrop,1,1,39.15708333,71.17625,24.91166667,260.21666669999996,182.5133333
609,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
2309,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
1272,Emmons-Winthrop,1,0,49.47041667,39.9375,4.31375,244.5733333,290.5622917
4085,Emmons-Winthrop,1,0,48.69,13.59708333,4.309125,22.21325,363.666625
3499,Disappointment Cleaver,1,0,49.23875,37.54708333,5.079166667,143.1625,353.6944583
2454,Disappointment Cleaver,1,1,49.15458333,32.24525,8.580916667,189.9991667,334.19675
2902,Emmons-Winthrop,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
4518,Disappointment Cleaver,1,1,32.7775,49.44625,2.176375,217.676125,30.99041667
1804,Disappointment Cleaver,1,1,42.45083333,43.5075,4.640541667,20.59791667,308.749
2557,Disappointment Cleaver,1,0,43.04166667,55.07208333,6.003458332999999,198.60375,334.0260417
3428,Disappointment Cleaver,1,1,53.75416667,35.88125,13.615125,276.0791667,353.99733330000004
1286,Disappointment Cleaver,1,0,49.47041667,39.9375,4.31375,244.5733333,290.5622917
4923,Disappointment Cleaver,1,0,26.6925,77.28375,14.55358333,118.58666670000001,5.400625
2867,Disappointment Cleaver,1,0,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
2669,Emmons-Winthrop,1,0,32.21958333,92.41416667,11.55325,226.942625,252.476625
5041,Nisqually Glacier,1,0,30.19708333,33.99591667,31.02083333,280.3833333,0.0
4576,Disappointment Cleaver,1,0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
2117,Disappointment Cleaver,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
5189,Ingraham Direct,1,0,15.28416667,83.18833333,26.54208333,203.2833333,0.0
955,Disappointment Cleaver,1,0,42.415,26.72666667,24.9475,19.63125,275.21133330000004
302,Disappointment Cleaver,1,0,22.08,98.65,15.922375,17.27916667,142.4772917
3099,Emmons-Winthrop,1,0,53.84916667,12.449875,4.410291667,73.58833333,361.3922083
1699,Disappointment Cleaver,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
4975,Little Tahoma,1,0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
2090,Kautz Glacier,1,1,52.78625,19.12333333,14.71504167,243.7625,327.84616669999997
500,Disappointment Cleaver,1,1,47.29416667,25.0825,7.66225,208.80083330000002,241.27829169999998
5064,Disappointment Cleaver,1,0,31.68375,45.21333333,14.787375,199.755875,41.20166667
3610,Disappointment Cleaver,1,0,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
1319,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
15,Disappointment Cleaver,1,0,38.26041667,74.32916667,65.13833333,264.6875,27.79129167
2263,Disappointment Cleaver,1,0,27.265,80.21208333,5.009375,198.077125,205.9569583
49,Disappointment Cleaver,1,1,35.105,23.76833333,4.5570833330000005,188.2135833,201.89120830000002
1513,Disappointment Cleaver,1,0,49.99208333,30.82541667,24.7425,271.9333333,276.0485
2256,Disappointment Cleaver,1,1,27.265,80.21208333,5.009375,198.077125,205.9569583
2419,Kautz Glacier,1,1,41.5075,23.71291667,23.71208333,163.2116667,318.05425
1556,Disappointment Cleaver,1,0,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
1462,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
4330,Disappointment Cleaver,1,0,32.82458333,87.04375,10.558625,234.41875,144.2045
1498,Disappointment Cleaver,1,1,49.99208333,30.82541667,24.7425,271.9333333,276.0485
1388,Emmons-Winthrop,1,1,41.62791667,19.56183333,7.595541667000001,228.6825,305.5728333
1664,Emmons-Winthrop,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
1765,Disappointment Cleaver,1,0,37.20791667,71.93125,27.72875,202.2658333,240.0982083
333,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
3904,Disappointment Cleaver,1,1,35.51375,64.3275,7.011958333,29.11708333,343.898
5160,glacier only - no summit attempt,1,0,8.220708333,81.88125,5.4999583329999995,174.52716669999998,0.397291667
3598,Disappointment Cleaver,1,1,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
808,Disappointment Cleaver,1,0,32.31,100.0,25.74,234.5,0.0
2208,Disappointment Cleaver,1,0,40.95583333,50.64916667,7.499333332999999,227.9012083,326.1535417
3719,Disappointment Cleaver,1,1,31.90166667,65.75875,9.339041667,177.5125,329.4286667
4124,Kautz Glacier,1,0,48.62875,20.28375,9.727375,55.14583333,362.4339167
4756,Disappointment Cleaver,1,1,28.76875,86.63041667,5.22225,193.9629167,4.549958333
1267,Emmons-Winthrop,1,0,49.47041667,39.9375,4.31375,244.5733333,290.5622917
3784,Disappointment Cleaver,1,1,40.29708333,39.14,9.701375,19.75291667,358.0332917
3268,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2952,Kautz Glacier,1,0,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
4950,Little Tahoma,1,0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
2668,Emmons-Winthrop,1,0,32.21958333,92.41416667,11.55325,226.942625,252.476625
1887,Disappointment Cleaver,1,0,42.45083333,43.5075,4.640541667,20.59791667,308.749
2747,Emmons-Winthrop,1,0,40.66333333,69.77416667,21.65779167,273.03333330000004,231.46820830000001
1337,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
2028,Disappointment Cleaver,1,0,46.85875,49.985,16.14779167,24.4925,196.61991669999998
5195,Ingraham Direct,1,0,15.28416667,83.18833333,26.54208333,203.2833333,0.0
4136,Emmons-Winthrop,1,0,48.62875,20.28375,9.727375,55.14583333,362.4339167
3006,Disappointment Cleaver,1,0,54.94875,28.75125,1.358333333,28.05416667,351.9732917
1311,Disappointment Cleaver,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
1346,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
2555,Disappointment Cleaver,1,0,43.04166667,55.07208333,6.003458332999999,198.60375,334.0260417
4025,Disappointment Cleaver,1,0,39.88916667,12.741125,14.657875,33.32166667,368.0560833
540,Disappointment Cleaver,1,0,35.25291667,48.96291667,3.89525,235.4966667,248.5455
4064,Disappointment Cleaver,1,0,46.22875,29.61541667,19.002875,21.64041667,344.787375
286,Disappointment Cleaver,1,0,26.44208333,85.25291667,9.367166667000001,28.55166667,203.176375
1029,Disappointment Cleaver,1,1,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
4850,Disappointment Cleaver,1,0,26.23875,83.00083333,2.066375,154.61875,10.03241667
3680,Little Tahoma,1,1,31.90166667,65.75875,9.339041667,177.5125,329.4286667
3737,Emmons-Winthrop,1,1,33.13291667,74.27791667,29.12291667,112.52875,244.1792917
3373,Kautz Glacier,1,0,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
2070,Disappointment Cleaver,1,0,52.54125,39.97458333,15.25883333,23.74833333,199.0620833
4819,Disappointment Cleaver,1,0,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
1391,Emmons-Winthrop,1,1,41.62791667,19.56183333,7.595541667000001,228.6825,305.5728333
5089,Disappointment Cleaver,1,0,9.032041667,91.73125,42.71291667,224.6958333,0.0
3092,Disappointment Cleaver,1,0,51.54416667,20.74295833,9.233416667,23.74916667,357.33275
4461,Disappointment Cleaver,1,1,34.4575,73.66541667,4.211208333,194.5708333,351.78479169999997
4963,Emmons-Winthrop,1,0,31.01416667,72.705,3.497208333,212.65795830000002,37.42945833
3979,Disappointment Cleaver,1,1,31.21583333,45.76625,1.7863333330000002,29.30041667,364.5174167
2797,Disappointment Cleaver,1,1,48.91333333,47.2225,3.00025,33.93708333,344.3869583
22,Disappointment Cleaver,1,0,31.82291667,62.33708333,13.12504167,153.9316667,196.3752083
3232,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
2549,Disappointment Cleaver,1,1,43.04166667,55.07208333,6.003458332999999,198.60375,334.0260417
4041,Emmons-Winthrop,1,1,39.88916667,12.741125,14.657875,33.32166667,368.0560833
3619,Ingraham Direct,1,0,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
1527,Disappointment Cleaver,1,1,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
5243,Ingraham Direct,1,0,31.91166667,18.28416667,6.339541667000001,138.339375,26.78758333
4577,Disappointment Cleaver,1,0,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
3357,Kautz Glacier,1,1,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
2783,Emmons-Winthrop,1,1,47.46291667,65.34833333,5.416041667000001,43.80920833,284.4880417
5167,Disappointment Cleaver,1,0,29.22708333,53.87708333,57.425,271.7916667,0.0
4559,Disappointment Cleaver,1,1,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
795,Disappointment Cleaver,1,0,32.07875,66.61916667,33.07875,238.1875,201.78916669999998
368,Disappointment Cleaver,1,0,42.59166667,17.42758333,14.43820833,20.535,207.5935
3313,Kautz Glacier,1,0,55.05083333,49.77,8.242,243.3878333,184.279375
787,Disappointment Cleaver,1,0,32.07875,66.61916667,33.07875,238.1875,201.78916669999998
420,Disappointment Cleaver,1,0,51.76,27.91541667,19.81575,220.86625,238.10541669999998
2314,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
4232,Disappointment Cleaver,1,1,38.94666667,50.58708333,5.9370833329999995,153.6,359.3387917
2236,Disappointment Cleaver,1,1,33.30333333,52.5,7.444625,191.560875,278.7935833
1317,Disappointment Cleaver,1,0,46.55333333,30.25375,6.036208332999999,252.915,295.18425
4913,Disappointment Cleaver,1,0,26.6925,77.28375,14.55358333,118.58666670000001,5.400625
1660,Emmons-Winthrop,1,1,37.08375,48.48666667,30.84,264.2958333,170.5599167
2355,Disappointment Cleaver,1,1,38.75666667,43.62791667,5.683125,18.71875,301.8440417
2811,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
5039,Nisqually Glacier,1,0,30.19708333,33.99591667,31.02083333,280.3833333,0.0
1290,Disappointment Cleaver,1,0,49.47041667,39.9375,4.31375,244.5733333,290.5622917
1460,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
1992,Emmons-Winthrop,1,1,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
33,Disappointment Cleaver,1,0,38.72958333,57.36958333,11.30075,216.9341667,202.81275
3264,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
1030,Disappointment Cleaver,1,1,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
4745,Disappointment Cleaver,1,0,29.47333333,91.06,6.361583333,79.80166667,21.76520833
1303,Disappointment Cleaver,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
937,Disappointment Cleaver,1,0,41.95083333,54.23375,35.89916667,22.13458333,234.041625
1533,Disappointment Cleaver,1,1,51.37583333,46.14041667,6.6737083329999995,171.633375,208.6705
5214,Disappointment Cleaver,1,0,20.37458333,98.55,36.7425,277.775,0.0
1296,Disappointment Cleaver,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
3350,Emmons-Winthrop,1,0,54.57583333,40.18583333,18.14608333,278.59166669999996,245.01154169999998
891,Disappointment Cleaver,1,0,40.64875,66.89916667,38.68416667,21.47416667,250.302375
5325,Gibralter Ledges,1,1,24.57416667,75.43125,7.395958332999999,266.0908333,0.0
1310,Disappointment Cleaver,1,1,46.55333333,30.25375,6.036208332999999,252.915,295.18425
1591,Disappointment Cleaver,1,1,45.62583333,54.49666667,9.515125,194.9952083,181.97529169999999
2319,Disappointment Cleaver,1,0,39.98208333,68.69458333,19.50670833,24.84125,309.638125
2821,Disappointment Cleaver,1,1,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
3669,Disappointment Cleaver,1,0,35.0875,40.37208333,2.47725,149.27625,358.7460833
4812,Disappointment Cleaver,1,1,31.08541667,45.71958333,1.597666667,267.87125,42.54783333
1579,Kautz Glacier,1,0,45.62583333,54.49666667,9.515125,194.9952083,181.97529169999999
4966,Fuhrers Finger,1,0,28.24208333,52.79375,6.912000000000001,122.80741670000002,35.50208333
5254,Fuhrer's Finger,1,1,29.34916667,26.28670833,4.898791667,181.6716667,10.899125
2495,Kautz Glacier,1,1,49.7325,49.06958333,3.9822916669999997,226.1925,328.9838333
2280,Kautz Glacier,1,1,27.265,80.21208333,5.009375,198.077125,205.9569583
4932,Disappointment Cleaver,1,0,26.6925,77.28375,14.55358333,118.58666670000001,5.400625
1431,Disappointment Cleaver,1,0,40.04916667,77.10333333,14.9015,245.56375,170.0025833
3651,Little Tahoma,1,0,35.0875,40.37208333,2.47725,149.27625,358.7460833
3228,Disappointment Cleaver,1,1,48.94125,56.53375,11.08508333,229.85291669999998,354.126125
613,Disappointment Cleaver,1,0,24.97708333,74.395,4.64325,221.5945833,221.49400000000003
3528,Emmons-Winthrop,1,1,38.03375,43.06458333,5.631583332999999,148.7572917,351.3125
3168,Disappointment Cleaver,1,0,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
2014,Disappointment Cleaver,1,1,46.85875,49.985,16.14779167,24.4925,196.61991669999998
326,Disappointment Cleaver,1,1,23.02125,60.216125,11.10675,13.96916667,90.693
5012,Ingraham Direct,1,0,24.45458333,47.96666667,42.57208333,272.9375,0.0
